275.9280868,358.9084991
935.9036437,371.9184489
385.4965861,275.3342348
337.3112117,440.2848436
370.8866932,233.8955856
652.177041,43.11978117
312.6802095,248.0312791
845.3195242,141.7787516
540.8694427,403.4439935
456.1251612,171.2703718
501.8960844,52.00966753
698.11845,124.3340383
78.64692094,583.7036937
319.144423,137.5752244
354.3473235,140.8338038
449.1575217,76.41948003
897.9505625,332.5980927
355.600505,158.4155755
722.8356039,467.8275442
553.6933135,125.7939894
853.6961742,506.3917922
203.8112707,314.3068728
343.92983,472.0550228
100.6730291,306.2708499
316.6240771,260.9135096
438.8390213,299.5092555
599.4967054,283.7580848
149.5003049,39.48742755
182.5057392,452.049342
135.8439024,281.6154937
284.814109,64.32597576
476.940857,236.0554327
653.0268919,438.1049689
417.8698871,236.5317369
350.6397122,396.0379539
821.4457462,71.04369083
37.83493169,252.4688617
546.585188,56.87175794
798.8083819,549.8697304
101.027704,443.9685779
7.873897929,385.54372
575.4366491,401.5106192
522.248753,57.31481864
721.6946634,144.706047
643.834298,546.933896
217.4669193,371.4692548
33.01671214,382.436976
722.6631054,571.4180518
470.1378096,469.5838065
214.4340921,327.9578734
216.7551374,563.5797884
0.022003239,251.6002298
151.0955699,155.6020736
618.7089082,538.1272396
966.3394617,135.7341984
3.063628162,108.5166966
726.8631273,466.6634653
215.1471798,335.6538241
864.8255653,2.146931896
101.638141,154.7929288
189.3662626,429.7430641
600.1143531,13.09862274
467.986001,198.6277013
170.991836,517.7523958
11.36329669,599.4064416
454.9643683,285.7729904
314.4379231,555.0298184
50.91188639,380.7100349
793.6984297,79.57510348
889.0353505,297.6746923
210.4806224,107.9530632
974.3897881,566.393234
681.0399865,216.6876873
360.0410701,398.0174287
327.8779199,110.0739236
350.3695294,426.4013403
685.4114423,137.0859779
619.1751356,283.2606814
454.0749185,23.50502646
245.2973731,196.4812562
14.04748345,543.1446923
553.9858826,557.3384487
71.59453506,339.6716974
821.8105179,67.04148917
506.3885487,85.49643966
811.9106958,585.3054495
63.25034418,422.189731
326.2672885,427.787811
239.7343938,591.0817182
593.3634051,471.3770414
708.2598888,238.111482
310.3214242,267.0661332
148.4753425,414.5478382
347.1201009,453.9071578
122.4881315,395.395845
486.2195951,355.538639
402.1475972,362.8194227
188.869998,152.3612214
646.7939931,403.6342508
541.1495762,155.104456
